venue_id,box_code,row,column
1204,exhibit_visits,0,0
1204,member_visits,0,1
1204,general_visits,0,2
1204,group_visits,0,3
1204,education_visits,0,4
1204,exhibit_amount,0,5
1204,special_exhibit_member_visits,1,0
1204,special_exhibit_nonmember_visits,1,1
1204,imax_non_studio_visits,1,2
1204,imax_studio_visits,1,3
1204,laser_day_visits,1,4
1204,laser_night_visits,1,5
