venue_id,box_code,row,column
1518,guest_services_visits,0,0
1518,general_visits,0,1
1518,member_visits,0,2
1518,group_paid_visits,0,3
1518,group_free_visits,0,4
1518,4d_theater_visits,0,5
1518,guest_services_amount,1,0
1518,education_paid_visits,1,1
1518,education_free_visits,1,2
1518,other_attendance_ca_visits,1,3
1518,immersion_tours_visits,1,4
1518,other_attendance_comp_visits,1,5
